eng,twi,count,source_files
stool land,ahennwa,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
stool land,dwa,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
stool property,akonnwa,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
stoop,bǫ nemu ase,0,02_english-twi-dictionary
stoop,crook-backedbu akoṅkommua,0,02_english-twi-dictionary
stoop,koto,0,02_english-twi-dictionary
stop,bǫ.. ano,0,02_english-twi-dictionary
stop,gyae,0,02_english-twi-dictionary
stop,gyina,0,02_english-twi-dictionary
stop,si,0,02_english-twi-dictionary
stop,siu,0,02_english-twi-dictionary
stop,soe,0,02_english-twi-dictionary
stop,sàre,0,02_english-twi-dictionary
stop,sĩaṅka,0,02_english-twi-dictionary
stop,tua ano,0,02_english-twi-dictionary
stop,wau mpasṷa ano,0,02_english-twi-dictionary
stopper,ntuaano,0,02_english-twi-dictionary
stopple,ntuaano,0,02_english-twi-dictionary
stops,agynaeɛ,0,07_hs_living_environment_twi_parallel
storage,akoraeɛ,0,07_hs_living_environment_twi_parallel
store,abaṅkṷá,0,02_english-twi-dictionary
store,adekoradaṅ,0,02_english-twi-dictionary
store,adekorae,0,02_english-twi-dictionary
store,afiase,0,02_english-twi-dictionary
store,akṷá,0,02_english-twi-dictionary
store,kora,0,08_hs_physics_twi_parallel
store,pumpunu,0,02_english-twi-dictionary
storekeeper,ofiepanyiṅ,0,02_english-twi-dictionary
storekeeper,opiadifo,0,02_english-twi-dictionary
storekeeper,ǫdekorafo,0,02_english-twi-dictionary
stories,asetena mu nsɛm,0,05_elementary_social_studies_twi
stork,asukǫṅkǫṅ,0,02_english-twi-dictionary
stork,bakanṷma bi,0,02_english-twi-dictionary
storm,ahum,0,02_english-twi-dictionary
storm,ahum tu,0,02_english-twi-dictionary
storm,asàkasàka,0,02_english-twi-dictionary
storm,gyegyēgye,0,02_english-twi-dictionary
storm,mframa bǫ denneṅ,0,02_english-twi-dictionary
storm,oprannā,0,02_english-twi-dictionary
stormy,hō,0,02_english-twi-dictionary
stormy,hū,0,02_english-twi-dictionary
stormy,kirididi,0,02_english-twi-dictionary
story,abansoro,0,02_english-twi-dictionary
story,abǫrobǫsęm,0,02_english-twi-dictionary
story,anansesęm,0,02_english-twi-dictionary
story,asęm,0,02_english-twi-dictionary
story,asęmma,0,02_english-twi-dictionary
story,asęṅkekãe,0,02_english-twi-dictionary
story,ayésém,0,02_english-twi-dictionary
stout,denneṅ,0,02_english-twi-dictionary
stout,deṅ,0,02_english-twi-dictionary
stout,dùkuduku,0,02_english-twi-dictionary
stout,ghǫǫdeṅfo,0,02_english-twi-dictionary
stout,kese,0,02_english-twi-dictionary
stout,oběrane,0,02_english-twi-dictionary
stout,oběraṷ,0,02_english-twi-dictionary
stout,tǫtǫrǫtǫ,0,02_english-twi-dictionary
stout,ǫtwentẅěmfo,0,02_english-twi-dictionary
stoutness,ahɔ̃odeṅ,0,02_english-twi-dictionary
stoutness,deṅyɛ,0,02_english-twi-dictionary
stoutness,kɛseyɛ,0,02_english-twi-dictionary
stoutness,obɛraṅ,0,02_english-twi-dictionary
stove,mukyia,0,02_english-twi-dictionary
stove,ofɔ̃nɔ̃nɔ̃,0,02_english-twi-dictionary
stow,kora,0,02_english-twi-dictionary
stow,sie,0,02_english-twi-dictionary
straight,kɔ ntɛṅ,0,02_english-twi-dictionary
straight,tee,0,08_hs_physics_twi_parallel
straight,tene,0,02_english-twi-dictionary
straight,trɛnɛ,0,02_english-twi-dictionary
straight,tuntɛṅ,0,02_english-twi-dictionary
straight,tórododo,0,02_english-twi-dictionary
straight,tórodō,0,02_english-twi-dictionary
straight,tɛ,0,02_english-twi-dictionary
straight ahead,àním tèè,0,15_twi-sample_parallel
straight edge,ntweaso a etene,0,04_mathematics-glossary
straighten,tene brb,0,02_english-twi-dictionary
straighten,tɛ,0,02_english-twi-dictionary
straighten,tɛɛtɛɛ,0,02_english-twi-dictionary
straightness,ntɛṅ,0,02_english-twi-dictionary
straightness,otɛɛ,0,02_english-twi-dictionary
straightness,trɛnɛyɛ,0,02_english-twi-dictionary
strain,abusũa,0,02_english-twi-dictionary
strain,ahɔ̃yɛre,0,02_english-twi-dictionary
strain,anãnãteṅ,0,02_english-twi-dictionary
strain,ase-ade,0,02_english-twi-dictionary
strain,baṅ,0,02_english-twi-dictionary
strain,biri mogya ani,0,02_english-twi-dictionary
strain,dwontobea,0,02_english-twi-dictionary
strain,edwom,0,02_english-twi-dictionary
strain,kyim,0,02_english-twi-dictionary
strain,kã mĩa.. mu,0,02_english-twi-dictionary
strain,mmĩaso,0,02_english-twi-dictionary
strain,mmɔdeṅ-traso,0,02_english-twi-dictionary
strain,mĩa ani,0,02_english-twi-dictionary
strain,ntɛṅkye,0,02_english-twi-dictionary
strain,su nè baṅ,0,02_english-twi-dictionary
strain,sɔṅ so,0,02_english-twi-dictionary
strain,twe mu,0,08_hs_physics_twi_parallel
strain,yere mu,0,02_english-twi-dictionary
strain,ǹǹ,0,02_english-twi-dictionary
strains,nnwom ano nnyegyeeɛ,0,07_hs_living_environment_twi_parallel
strait,afae,0,02_english-twi-dictionary
strait,ahɔ̃hĩa,0,02_english-twi-dictionary
strait,ahɔ̃kyere,0,02_english-twi-dictionary
strait,mpótam,0,02_english-twi-dictionary
strait,n'ani atane,0,02_english-twi-dictionary
strait,pokwantɛã,0,02_english-twi-dictionary
strait,tɛatɛã,0,02_english-twi-dictionary
strait,tɛã,0,02_english-twi-dictionary
strand,ahomatea baako,0,07_hs_living_environment_twi_parallel
strand,mpoano,0,02_english-twi-dictionary
strange,adefoforo,0,02_english-twi-dictionary
strange,asɛm foforo bi,0,02_english-twi-dictionary
strange,aǹwoǹwãsem,0,02_english-twi-dictionary
strange,sono,0,02_english-twi-dictionary
strange,sora,0,02_english-twi-dictionary
strange,ǹwoǹwã,0,02_english-twi-dictionary
stranger,ohoho,0,02_english-twi-dictionary
stranger,oǹãnãni,0,02_english-twi-dictionary
strangle,mene,0,02_english-twi-dictionary
strangle,seṅ,0,02_english-twi-dictionary
strangle,siu mene,0,02_english-twi-dictionary
strap,kã mp,0,02_english-twi-dictionary
strap,mpire,0,02_english-twi-dictionary
strap,twɔ́m,0,02_english-twi-dictionary
stratification,nkyekyem,0,12_hs_global_history_twi_parallel
straw,guàha,0,02_english-twi-dictionary
straw,kyakya,0,02_english-twi-dictionary
straw,pikyi,0,02_english-twi-dictionary
straw,pirebi,0,02_english-twi-dictionary
straw,sare,0,02_english-twi-dictionary
straw,sarekye,0,02_english-twi-dictionary
straw,sɛsea,0,02_english-twi-dictionary
straw,ǹkeresiakye,0,02_english-twi-dictionary
straw,ǹwura,0,02_english-twi-dictionary
straw,ɛserɛ,0,08_hs_physics_twi_parallel
stray,hãra,0,02_english-twi-dictionary
stray,kyini,0,02_english-twi-dictionary
stray,kyiṅ,0,02_english-twi-dictionary
stray,wọ ntwɛtwɛde,0,02_english-twi-dictionary
stray,yera,0,02_english-twi-dictionary
streak,sensaṅ,0,02_english-twi-dictionary
streak,ǹworaṅǹworaṅ,0,02_english-twi-dictionary
stream,ahuhuwá,0,02_english-twi-dictionary
stream,asu,0,02_english-twi-dictionary
stream,asubɔteṅ,0,02_english-twi-dictionary
stream,asuteṅ,0,02_english-twi-dictionary
stream,susuan,0,07_hs_living_environment_twi_parallel
street,abɔteṅ,0,02_english-twi-dictionary
street,abɔteṅkɔ̃,0,02_english-twi-dictionary
street,bɔ̀rommá,0,02_english-twi-dictionary
street,bɔ̀ṅ,0,02_english-twi-dictionary
street,gyedua,0,02_english-twi-dictionary
street,osɛkye-dùá,0,02_english-twi-dictionary
street,setwɛdua,0,02_english-twi-dictionary
street address,kwantenpɔn no aderɛse,0,16_Twi-census-Glossary_parallel
street intersection,kwantenpɔn ahyiaeɛ,0,16_Twi-census-Glossary_parallel
street name,kwantenpɔn no din,0,16_Twi-census-Glossary_parallel
"street, lane",bɔrɔŋ,0,17_A Dictionary of the Asante and Fante Language_mono
street-fighting.,abɔntɛn-kɔ,0,17_A Dictionary of the Asante and Fante Language_mono
strength,ahoɔden,0,08_hs_physics_twi_parallel
strength,ahɔ̃odeṅ,0,02_english-twi-dictionary
strength,bere,0,02_english-twi-dictionary
strength,deṅyɛ,0,02_english-twi-dictionary
strength,e-deŋ,0,17_A Dictionary of the Asante and Fante Language_mono
strength,mmaninyɛ,0,02_english-twi-dictionary
strength,obɛraṅyɛ,0,02_english-twi-dictionary
strengthen,ahɔ̃odeṅ,0,02_english-twi-dictionary
strengthen,emu ayɛ den,0,09_Twi-Dictionary_parallel
strengthen,hyɛ baniṅha,0,02_english-twi-dictionary
strengthen,hyɛ den,0,09_Twi-Dictionary_parallel
strengthen,hyɛ deṅ,0,02_english-twi-dictionary
strengthen,mia mu,0,09_Twi-Dictionary_parallel
strengthen,mpãmdeṅ,0,02_english-twi-dictionary
strengthen,tɔɛ akyire,0,09_Twi-Dictionary_parallel
strengthen,ǹkúraṅ,0,02_english-twi-dictionary
strengthen,ɛma wɔnnya akokooduro,0,09_Twi-Dictionary_parallel
strenuous,den,0,09_Twi-Dictionary_parallel
strenuous,deṅ,0,02_english-twi-dictionary
strenuous,dzen,0,09_Twi-Dictionary_parallel
strenuous,mmarimaso,0,02_english-twi-dictionary
strenuous,pa,0,02_english-twi-dictionary
strep throat,menawa mu kuro,0,09_Twi-Dictionary_parallel
streptomycin,mmoawa ano aduro,0,07_hs_living_environment_twi_parallel
stress,ahooden,0,09_Twi-Dictionary_parallel
stress,ahoodzen,0,09_Twi-Dictionary_parallel
stress,ahõgdeṅ,0,02_english-twi-dictionary
stress,duruye,0,02_english-twi-dictionary
stress,mmĩamu,0,02_english-twi-dictionary
stress,nhyɛsoo,0,09_Twi-Dictionary_parallel
stress,obi a wahaw,0,09_Twi-Dictionary_parallel
stress,si so dua,0,09_Twi-Dictionary_parallel
stress,timu,0,09_Twi-Dictionary_parallel
stress,tsi mu,0,09_Twi-Dictionary_parallel
stressful,adwendwen,0,09_Twi-Dictionary_parallel
stressful,ɔbrɛ,0,09_Twi-Dictionary_parallel
stressful,ɔhaw,0,09_Twi-Dictionary_parallel
stretch,Twe mu,0,08_hs_physics_twi_parallel
stretch,bɛɛ tɛtrɛɛ,0,09_Twi-Dictionary_parallel
stretch,pɛṅ mu,0,02_english-twi-dictionary
stretch,sã,0,02_english-twi-dictionary
stretch,tene mu,0,08_hs_physics_twi_parallel
stretch,teremu,0,02_english-twi-dictionary
stretch,twe mu,0,09_Twi-Dictionary_parallel
stretch,twe wo mu,0,09_Twi-Dictionary_parallel
stretch,twɛmu,0,02_english-twi-dictionary
stretch,tɛɛ,0,02_english-twi-dictionary
stretch,yere mu,0,02_english-twi-dictionary
stretcher,akwantu-mpa,0,02_english-twi-dictionary
stretcher,nnae,0,02_english-twi-dictionary
strew,gu,0,02_english-twi-dictionary
strew,petɛ,0,02_english-twi-dictionary
strew,pɛ,0,02_english-twi-dictionary
strict,ani yɛ deṅ,0,02_english-twi-dictionary
strict,deṅ,0,02_english-twi-dictionary
strict,kɛtɛɛ,0,02_english-twi-dictionary
stride,fa anammọnténtén,0,02_english-twi-dictionary
stride,si apɔṅkonaṅ,0,02_english-twi-dictionary
stride,tutuanaṅ,0,02_english-twi-dictionary
strife,akasakása,0,02_english-twi-dictionary
strife,aperepere,0,02_english-twi-dictionary
strife,atutuo,0,02_english-twi-dictionary
strife,atútù,0,02_english-twi-dictionary
strife,diokɔ̃,0,02_english-twi-dictionary
strike,Pem,0,08_hs_physics_twi_parallel
strike,bo,0,02_english-twi-dictionary
strike,boro,0,02_english-twi-dictionary
strike,dan ho,0,02_english-twi-dictionary
strike,fwe,0,02_english-twi-dictionary
strike,fwen n'asom,0,02_english-twi-dictionary
strike,keka ho,0,08_hs_physics_twi_parallel
strike,pa,0,02_english-twi-dictionary
strike,pem,0,02_english-twi-dictionary
strike,to,0,02_english-twi-dictionary
strike down,ka.. bo fam,0,02_english-twi-dictionary
strike of lightning,duru,0,02_english-twi-dictionary
strike of lightning,si,0,02_english-twi-dictionary
strike of rain,dwira,0,02_english-twi-dictionary
strike of rain,osu bo dw,0,02_english-twi-dictionary
strike of women,bo tuturu,0,02_english-twi-dictionary
strike of women,kuturumoa,0,02_english-twi-dictionary
strike root,gye ntini,0,02_english-twi-dictionary
strike root,uhin,0,02_english-twi-dictionary
striker,adwuma mansotwefo,0,02_english-twi-dictionary
striker,asraneperefo,0,02_english-twi-dictionary
strikes,adwumayɛfoɔ ɔyɛkyerɛ ahorow,0,11_hs_us_history_twi_parallel
striking with wood,bo dua,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
string,Ahoma,0,08_hs_physics_twi_parallel
string,ban,0,02_english-twi-dictionary
string,hama,0,02_english-twi-dictionary
string,kyekyere,0,02_english-twi-dictionary
string,sina,0,02_english-twi-dictionary
string of cowries,oban,0,02_english-twi-dictionary
string of guitar,saṅkǔháṅ,0,02_english-twi-dictionary
string of guitar,so hãma,0,02_english-twi-dictionary
strip,Pa ho,0,08_hs_physics_twi_parallel
strip,bamma,0,02_english-twi-dictionary
strip,bena,0,02_english-twi-dictionary
strip,fetere,0,02_english-twi-dictionary
strip,gua,0,02_english-twi-dictionary
strip,hama,0,06_hs_chemistry_twi
strip,ntama b,0,02_english-twi-dictionary
strip,pa,0,02_english-twi-dictionary
strip,teaa,0,07_hs_living_environment_twi_parallel
strip,tomma,0,02_english-twi-dictionary
strip,wore,0,02_english-twi-dictionary
strip,woro,0,02_english-twi-dictionary
strip,worɔ,0,08_hs_physics_twi_parallel
strip flogging,mma,0,02_english-twi-dictionary
strip flogging,ofwe,0,02_english-twi-dictionary
strip whip,apunkoba,0,02_english-twi-dictionary
strip whip,mpire,0,02_english-twi-dictionary
striped,speckled,0,02_english-twi-dictionary
striped cotton,aburokyiri-kente,0,02_english-twi-dictionary
striped cotton,bɔrɔfo-kènté,0,17_A Dictionary of the Asante and Fante Language_mono
stripling,ababumma,0,02_english-twi-dictionary
stripling,aberantekwa,0,02_english-twi-dictionary
stripling,aberantewa,0,02_english-twi-dictionary
strive,bo mmoden,0,02_english-twi-dictionary
strive,di aperepere,0,02_english-twi-dictionary
strive,pere,0,02_english-twi-dictionary
strive,perepere,0,02_english-twi-dictionary
strive fight,ko,0,02_english-twi-dictionary
stroke,asom pa,0,02_english-twi-dictionary
stroke,"eme twere, kuturuku",0,02_english-twi-dictionary
stroke,obo,0,02_english-twi-dictionary
stroke,srasra,0,02_english-twi-dictionary
stroke,wobo,0,02_english-twi-dictionary
stroke fig.,defedefe,0,02_english-twi-dictionary
stroke to wipe,siam,0,02_english-twi-dictionary
stroll,bo,0,02_english-twi-dictionary
stroll,kyini,0,02_english-twi-dictionary
stroll,wontwetwede,0,02_english-twi-dictionary
stroller,obadueduefo,0,02_english-twi-dictionary
stroller,okobofo,0,02_english-twi-dictionary
stroma,sotroma,0,07_hs_living_environment_twi_parallel
strong,den,0,02_english-twi-dictionary
strong,dennen,0,02_english-twi-dictionary
strong,pintinn,0,02_english-twi-dictionary
strong,primm,0,02_english-twi-dictionary
strong,primprim,0,02_english-twi-dictionary
strong man,oberan,0,02_english-twi-dictionary
strong man,ohodewfo,0,02_english-twi-dictionary
strong man,otwentwemfo,0,02_english-twi-dictionary
strong nuclear force,Nukla ahoɔden tumi,0,08_hs_physics_twi_parallel
strong to be,ho ye den,0,02_english-twi-dictionary
strong to be,ne ho pr.,0,02_english-twi-dictionary
strong to be,oye mu primm,0,02_english-twi-dictionary
strong to be,pintinn,0,02_english-twi-dictionary
strong to be,ye oberan,0,02_english-twi-dictionary
stronghold,aban,0,02_english-twi-dictionary
stronghold,woabram ho,0,02_english-twi-dictionary
strontium,strontiɔm,0,06_hs_chemistry_twi
structural formula,molekuli bɔbea nhyehyeɛ,0,07_hs_living_environment_twi_parallel
structural formula,yɛbea nkyerɛwee,0,06_hs_chemistry_twi
structure,Biribi yɛbea,0,08_hs_physics_twi_parallel
structure,Nhyehyɛdee,0,03_science-glossary
structure,brb,0,02_english-twi-dictionary
structure,durubea,0,02_english-twi-dictionary
structure,nhyehyeɛ,0,07_hs_living_environment_twi_parallel
structure,sibea,0,02_english-twi-dictionary
structure,yebea,0,02_english-twi-dictionary
structure,yɛbea,0,12_hs_global_history_twi_parallel
struggle,di ayensin,0,02_english-twi-dictionary
struggle,ko,0,02_english-twi-dictionary
struggle,ntokwa,0,02_english-twi-dictionary
struggle,ntokwako,0,02_english-twi-dictionary
struggle,opere,0,02_english-twi-dictionary
struggle,pere,0,02_english-twi-dictionary
struggle,si kane,0,02_english-twi-dictionary
strychnos,aborototo,0,02_english-twi-dictionary
strychnos,nkrannyedua,0,02_english-twi-dictionary
strychnos,nux vomica,0,02_english-twi-dictionary
stubble,awi-ntwakae,0,02_english-twi-dictionary
stubble field,awifuo,0,02_english-twi-dictionary
stubble field,woatwa ne nnobae,0,02_english-twi-dictionary
stubborn,a. to be,0,02_english-twi-dictionary
stubborn,aso asoro,0,02_english-twi-dictionary
stubborn,te ahi,0,02_english-twi-dictionary
stubborn,uweu,0,02_english-twi-dictionary
stubborn,ye mpi,0,02_english-twi-dictionary
studio,adwinnan,0,02_english-twi-dictionary
studio,kyereudan,0,02_english-twi-dictionary
studio,mfoniniyedan,0,02_english-twi-dictionary
study,da dwen,0,02_english-twi-dictionary
study,dwene,0,02_english-twi-dictionary
study,kyereudan,0,02_english-twi-dictionary
study,nem adesua ho,0,02_english-twi-dictionary
study,nhomam' fe,0,02_english-twi-dictionary
study,sua,0,02_english-twi-dictionary
stuff,ade,0,02_english-twi-dictionary
stuff,titiri,0,02_english-twi-dictionary
stuff furniture,afide,0,02_english-twi-dictionary
stuff furniture,ntama,0,02_english-twi-dictionary
stultify,bu.. okwasea,0,02_english-twi-dictionary
stultify,di.. ho fe,0,02_english-twi-dictionary
stumble,epem no,0,02_english-twi-dictionary
stumble,fwinti,0,02_english-twi-dictionary
stumble,hintiu,0,02_english-twi-dictionary
stumble,pem,0,02_english-twi-dictionary
stumble,sunti,0,02_english-twi-dictionary
stumbling-block,hintidua,0,02_english-twi-dictionary
stumbling-block,suntibo,0,02_english-twi-dictionary
stump,esin,0,02_english-twi-dictionary
style,esu/nhyehyeɛ/kwan,0,07_hs_living_environment_twi_parallel
sub-Chiefs,Adikrofo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
sub-state or division,Omansin,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
subatomic,Atɔm nketewa,0,08_hs_physics_twi_parallel
subdivision,Ohen-man,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
subdue,bẹre.. ase,0,02_english-twi-dictionary
subdue,bọ.. fẅefam,0,02_english-twi-dictionary
subdue,gye.. sõṅkahire,0,02_english-twi-dictionary
subdue,kã,0,02_english-twi-dictionary
sublevel,pɛnpɛnso bi ase,0,06_hs_chemistry_twi
sublimate,dan mframa,0,06_hs_chemistry_twi
sublimation,Adeboɔ dane mframa,0,03_science-glossary
sublimation,mframa dan,0,06_hs_chemistry_twi
subliminal,nea ɛnna adi,0,06_hs_chemistry_twi
submerge,dɔ asukɔ,0,08_hs_physics_twi_parallel
submerge,mene,0,08_hs_physics_twi_parallel
submission,bɛre wo aseahobrɛase,0,11_hs_us_history_twi_parallel
subscript,ase nkyerɛwde,0,06_hs_chemistry_twi
subset,ofa bi,0,04_mathematics-glossary
subshell,aboa ho ase,0,06_hs_chemistry_twi
subsidise,ye.. sika abia,0,02_english-twi-dictionary
subsidy,oboa,0,02_english-twi-dictionary
subsidy,sika mu boa,0,02_english-twi-dictionary
subsistence farming,kuayɛ kumaa bi,0,11_hs_us_history_twi_parallel
subsoil,dɔteɛ nkyekyemu,0,07_hs_living_environment_twi_parallel
substance,Adeɛ,0,03_science-glossary
substance,Biribi,0,08_hs_physics_twi_parallel
substance,aba/biribi mu aba,0,07_hs_living_environment_twi_parallel
substance,ade/aduru,0,06_hs_chemistry_twi
substitute,hyɛ anan mu,0,08_hs_physics_twi_parallel
substitute,nsiananmu,0,04_mathematics-glossary
subtraction,Te firi mu,0,08_hs_physics_twi_parallel
subtraction,nyífim,0,02_english-twi-dictionary
suburban,hyɛ kuropɔn ase,0,11_hs_us_history_twi_parallel
suburbs,kurow kɛse fa,0,05_elementary_social_studies_twi
subvert,daṅ ani butu,0,02_english-twi-dictionary
subvert,daṅ.. asɔ̃,0,02_english-twi-dictionary
subvert,muntum,0,02_english-twi-dictionary
succeed,di ade,0,02_english-twi-dictionary
succeed,di akyiri,0,02_english-twi-dictionary
succeed,di anaṅmu,0,02_english-twi-dictionary
succeed,ko anim,0,02_english-twi-dictionary
succeed,ko so,0,02_english-twi-dictionary
success,s̃ade,0,02_english-twi-dictionary
success,ńkɔso,0,02_english-twi-dictionary
succession,adedi,0,02_english-twi-dictionary
succession,anaṅmudi,0,02_english-twi-dictionary
succession,sasɛɛhyen,0,07_hs_living_environment_twi_parallel
succumb,di ńkɔgu,0,02_english-twi-dictionary
such,sã,0,02_english-twi-dictionary
such,sã.. yi,0,02_english-twi-dictionary
suck,fẽu,0,02_english-twi-dictionary
suck,num nufu,0,02_english-twi-dictionary
suckle,mã.. nufu,0,02_english-twi-dictionary
suckle,nufumã,0,02_english-twi-dictionary
suckling,akokoã,0,02_english-twi-dictionary
suckling,onufunumfo,0,02_english-twi-dictionary
suckling-woman,onufumãfo,0,02_english-twi-dictionary
sucrase,sukresi,0,07_hs_living_environment_twi_parallel
sucrose,afifide mu sikyere,0,06_hs_chemistry_twi
sucrose,sukrosu asikyire,0,07_hs_living_environment_twi_parallel
suddenly,afreso,0,02_english-twi-dictionary
suddenly,birim,0,02_english-twi-dictionary
suddenly,mpaase,0,02_english-twi-dictionary
suddenly,mpofirim',0,02_english-twi-dictionary
suddenly,mpofirimu,0,08_hs_physics_twi_parallel
sue,di asɛm,0,02_english-twi-dictionary
sue,sãmãnã obi,0,02_english-twi-dictionary
suet,asãbo hɔ̃ srade,0,02_english-twi-dictionary
suffer,hũ amane,0,02_english-twi-dictionary
suffer,hũ brb,0,02_english-twi-dictionary
suffer,mĩa ani hũ,0,02_english-twi-dictionary
suffer allow,mã okwaṅ,0,02_english-twi-dictionary
suffer di,di,0,02_english-twi-dictionary
suffer phr.,opatafo di abã,0,02_english-twi-dictionary
suffer sick,yare,0,02_english-twi-dictionary
suffice,do,0,02_english-twi-dictionary
suffice,du ano,0,02_english-twi-dictionary
suffice,dɔ.. sɔ,0,02_english-twi-dictionary
suffice,sɔ,0,02_english-twi-dictionary
sufficiency,edu,0,02_english-twi-dictionary
sufficiency,edɔsɔ,0,02_english-twi-dictionary
sufficiency,nea esɔ,0,02_english-twi-dictionary
suffocate,siu mene,0,02_english-twi-dictionary
suffocation,menesiu,0,02_english-twi-dictionary
suffrage,abatow hokwan,0,05_elementary_social_studies_twi
sugar,asikere,0,02_english-twi-dictionary
sugarcane,afweree,0,02_english-twi-dictionary
sugarcane,afwereu,0,02_english-twi-dictionary
suggest,hye nyansã,0,02_english-twi-dictionary
suggest,tirim,0,02_english-twi-dictionary
suicide,ahɔkum,0,02_english-twi-dictionary
suicide by hanging,sɛn ne mene,0,02_english-twi-dictionary
suicide by shooting,atúbó,0,02_english-twi-dictionary
suicide by shot,bɔ túo,0,02_english-twi-dictionary
suit,fata,0,02_english-twi-dictionary
suit,ko yiye,0,02_english-twi-dictionary
suite,kyerepɛn,0,02_english-twi-dictionary
suitor,nea osɛre ade,0,02_english-twi-dictionary
suitor jud.,nea wasãmãnã obi,0,02_english-twi-dictionary
suitor wooer,obisa n'ase,0,02_english-twi-dictionary
sukramaṅ?,bókwáw,0,17_A Dictionary of the Asante and Fante Language_mono
sulfa drug,sɔfa aduro,0,07_hs_living_environment_twi_parallel
sulfur,sufre,0,06_hs_chemistry_twi
sulfur,sɔfa/sufre,0,07_hs_living_environment_twi_parallel
sulfur dioxide,sɔfa dɔsaede,0,07_hs_living_environment_twi_parallel
sulfuric acid,Sulfurik asid,0,03_science-glossary
sulfuric acid,sufre asede,0,06_hs_chemistry_twi
sulkiness,an. mῦna,0,02_english-twi-dictionary
sulkiness,anim-kum,0,02_english-twi-dictionary
sullen,anim amῦna,0,02_english-twi-dictionary
sullen phr.,wamῦna ahye me,0,02_english-twi-dictionary
sulleness,animkum,0,02_english-twi-dictionary
sully,biri,0,02_english-twi-dictionary
sully,gu.. hɔ fĩ,0,02_english-twi-dictionary
sully,pɔtɔ,0,02_english-twi-dictionary
sully,ye fĩ,0,02_english-twi-dictionary
sultan,ńkrãmohéne,0,02_english-twi-dictionary
sum,ano,0,02_english-twi-dictionary
sum,ntoano,0,02_english-twi-dictionary
sum-up,bu,0,02_english-twi-dictionary
summarize,Boa ano,0,08_hs_physics_twi_parallel
summarize,Bɔ ne tɔfa,0,03_science-glossary
summarize,bɔ no mua,0,03_science-glossary
summary,muabɔ,0,13_ela_twi_parallel
summary,úṅwuma horo ńkàbom,0,02_english-twi-dictionary
summary,ńkɔntã,0,02_english-twi-dictionary
summer,ahɔhurubere,0,02_english-twi-dictionary
summit,atifĩ,0,02_english-twi-dictionary
summit,mpɔmpɔnsɔ,0,11_hs_us_history_twi_parallel
summit,sɔnsrɔn,0,02_english-twi-dictionary
summon,fre,0,02_english-twi-dictionary
summon,hyia,0,02_english-twi-dictionary
summon euph.,bi poṅ so,0,02_english-twi-dictionary
summon jud.,sãmãnã,0,02_english-twi-dictionary
summons,nhyia,0,02_english-twi-dictionary
summons,ofre,0,02_english-twi-dictionary
summons,sãmãnãnhōma,0,02_english-twi-dictionary
sun,aẅia,0,02_english-twi-dictionary
sun,oẅia,0,02_english-twi-dictionary
sun-beams,oẅia nsesẽe,0,02_english-twi-dictionary
sun-bow,nyãnkōntōn,0,02_english-twi-dictionary
sun-halo,kōntōṅküröẅi,0,02_english-twi-dictionary
sun-light,aẅia,0,02_english-twi-dictionary
sun-light,oẅia-hãṅn,0,02_english-twi-dictionary
sun-rise,apuei,0,02_english-twi-dictionary
sun-rise,oẅiapuei,0,02_english-twi-dictionary
sun-set,atgė,0,02_english-twi-dictionary
sun-set,oẅiatgė,0,02_english-twi-dictionary
sun-shade,akataẅia,0,02_english-twi-dictionary
sun-shade,asoẅia,0,02_english-twi-dictionary
sun-shine,aẅia,0,02_english-twi-dictionary
sundries,nneema-horo,0,02_english-twi-dictionary
sundry-man,obatani,0,02_english-twi-dictionary
sundry-man,opēwadifo,0,02_english-twi-dictionary
sunny,hyènhyèṅṅ,0,02_english-twi-dictionary
sunny,hărãṅn,0,02_english-twi-dictionary
sunny,ẹda aẅia ano,0,02_english-twi-dictionary
sunshade,akataẅia,0,02_english-twi-dictionary
sunshade,asoẅia,0,02_english-twi-dictionary
sup,fẹu,0,02_english-twi-dictionary
sup,taforo,0,02_english-twi-dictionary
super majority,dɔm keseɛ soronko,0,11_hs_us_history_twi_parallel
super oxides,nea ɔksigyen wom,0,06_hs_chemistry_twi
superb,kōṅkrōmmaṅ,0,02_english-twi-dictionary
supercilious,oyẹ ahōkyere,0,02_english-twi-dictionary
superficial,anianidé,0,02_english-twi-dictionary
superficial-work,aniani-orebinebidẅúma,0,02_english-twi-dictionary
superficially,aniani,0,02_english-twi-dictionary
superficially,ebi-nè-bi,0,02_english-twi-dictionary
superficially,fã-né-fã,0,02_english-twi-dictionary
superfluity,tāmu,0,02_english-twi-dictionary
superfluity fig.,mmoroso,0,02_english-twi-dictionary
superfluity fig.,ntraso,0,02_english-twi-dictionary
superintend,di. so,0,02_english-twi-dictionary
superintend,fẅẹ,0,02_english-twi-dictionary
superintendent,ofẅéfo,0,02_english-twi-dictionary
